*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
780.000000	0.00398522	780.000000	0.00412663	780.000000	0.00406895	780.000000	0.00405656	780.000000	0.00412595	780.000000	6.78204e-07	
800.000000	0.00395471	800.000000	0.00409675	800.000000	0.00403879	800.000000	0.00402657	800.000000	0.00409609	800.000000	6.62371e-07	
820.000000	0.00392596	820.000000	0.0040686 	820.000000	0.00401037	820.000000	0.00399827	820.000000	0.00406795	820.000000	6.47282e-07	
840.000000	0.00389885	840.000000	0.00404207	840.000000	0.0039836 	840.000000	0.00397154	840.000000	0.00404143	840.000000	6.32887e-07	
860.000000	0.00387328	860.000000	0.00401703	860.000000	0.00395837	860.000000	0.00394626	860.000000	0.00401641	860.000000	6.19139e-07	
880.000000	0.00384915	880.000000	0.0039934 	880.000000	0.00393451	880.000000	0.00392234	880.000000	0.0039928 	880.000000	6.05993e-07	
900.000000	0.00382635	900.000000	0.00397109	900.000000	0.00391187	900.000000	0.00389969	900.000000	0.00397049	900.000000	5.93412e-07	
920.000000	0.00380482	920.000000	0.00394999	920.000000	0.00389033	920.000000	0.00387821	920.000000	0.00394941	920.000000	5.81358e-07	
940.000000	0.00378448	940.000000	0.00393006	940.000000	0.00386985	940.000000	0.00385784	940.000000	0.00392949	940.000000	5.69799e-07	
960.000000	0.00376525	960.000000	0.0039112 	960.000000	0.00385039	960.000000	0.00383849	960.000000	0.00391064	960.000000	5.58706e-07	
980.000000	0.00374708	980.000000	0.00389335	980.000000	0.0038319 	980.000000	0.00382012	980.000000	0.00389281	980.000000	5.48049e-07	
1000.000000	0.00372989	1000.000000	0.00387647	1000.000000	0.00381434	1000.000000	0.00380265	1000.000000	0.00387593	1000.000000	5.37804e-07	
1020.000000	0.00371365	1020.000000	0.00386048	1020.000000	0.00379768	1020.000000	0.00378603	1020.000000	0.00385996	1020.000000	5.27947e-07	
1040.000000	0.00369829	1040.000000	0.00384535	1040.000000	0.00378186	1040.000000	0.00377022	1040.000000	0.00384483	1040.000000	5.18456e-07	
1060.000000	0.00368377	1060.000000	0.00383102	1060.000000	0.00376684	1060.000000	0.00375516	1060.000000	0.00383051	1060.000000	5.0931e-07	
1080.000000	0.00367005	1080.000000	0.00381745	1080.000000	0.00375254	1080.000000	0.00374081	1080.000000	0.00381695	1080.000000	5.00492e-07	
1100.000000	0.00365708	1100.000000	0.0038046 	1100.000000	0.00373889	1100.000000	0.00372713	1100.000000	0.0038041 	1100.000000	4.91983e-07	
1120.000000	0.00364483	1120.000000	0.00379242	1120.000000	0.00372582	1120.000000	0.00371408	1120.000000	0.00379194	1120.000000	4.83768e-07	
1140.000000	0.00363326	1140.000000	0.0037809 	1140.000000	0.00371331	1140.000000	0.00370163	1140.000000	0.00378042	1140.000000	4.75831e-07	
1160.000000	0.00362235	1160.000000	0.00376999	1160.000000	0.00370136	1160.000000	0.00368974	1160.000000	0.00376952	1160.000000	4.68158e-07	
1180.000000	0.00361204	1180.000000	0.00375966	1180.000000	0.00368994	1180.000000	0.00367839	1180.000000	0.0037592 	1180.000000	4.60737e-07	
1200.000000	0.00360233	1200.000000	0.00374988	1200.000000	0.00367905	1200.000000	0.00366755	1200.000000	0.00374943	1200.000000	4.53554e-07	
1220.000000	0.00359318	1220.000000	0.00374064	1220.000000	0.00366868	1220.000000	0.00365719	1220.000000	0.00374019	1220.000000	4.46599e-07	
