* 27Al energy loss (dE/dX) in B
* apply ZOOM for details
*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
47.000000	0.422231  	47.000000	0.43153   	47.000000	0.426946  	47.000000	0.42967   	47.000000	0.427573  	47.000000	0.431375  	47.000000	0.000154747	
50.000000	0.40235   	50.000000	0.41088   	50.000000	0.406895  	50.000000	0.409065  	50.000000	0.407372  	50.000000	0.410734  	50.000000	0.000146285	
55.000000	0.373629  	55.000000	0.381086  	55.000000	0.377862  	55.000000	0.379347  	55.000000	0.378205  	55.000000	0.380952  	55.000000	0.00013414	
60.000000	0.349303  	60.000000	0.3559    	60.000000	0.353301  	60.000000	0.354231  	60.000000	0.353524  	60.000000	0.355776  	60.000000	0.000123926	
65.000000	0.32842   	65.000000	0.334325  	65.000000	0.332185  	65.000000	0.332716  	65.000000	0.332353  	65.000000	0.33421   	65.000000	0.000115213	
70.000000	0.310285  	70.000000	0.31563   	70.000000	0.313881  	70.000000	0.314071  	70.000000	0.313984  	70.000000	0.315523  	70.000000	0.000107688	
75.000000	0.29438   	75.000000	0.299273  	75.000000	0.297809  	75.000000	0.297753  	75.000000	0.297889  	75.000000	0.299172  	75.000000	0.000101121	
80.000000	0.280309  	80.000000	0.284836  	80.000000	0.283604  	80.000000	0.283348  	80.000000	0.283667  	80.000000	0.284741  	80.000000	9.53377e-05	
85.000000	0.267766  	85.000000	0.271999  	85.000000	0.270961  	85.000000	0.270534  	85.000000	0.271001  	85.000000	0.271909  	85.000000	9.02042e-05	
90.000000	0.256511  	90.000000	0.260508  	90.000000	0.259602  	90.000000	0.25906   	90.000000	0.259648  	90.000000	0.260422  	90.000000	8.56155e-05	
95.000000	0.246351  	95.000000	0.25016   	95.000000	0.249397  	95.000000	0.248724  	95.000000	0.249415  	95.000000	0.250078  	95.000000	8.14881e-05	
100.000000	0.23713   	100.000000	0.240791  	100.000000	0.240122  	100.000000	0.239363  	100.000000	0.240139  	100.000000	0.240713  	100.000000	7.7755e-05	
105.000000	0.228721  	105.000000	0.232267  	105.000000	0.231677  	105.000000	0.230844  	105.000000	0.23169   	105.000000	0.232193  	105.000000	7.43616e-05	
110.000000	0.221019  	110.000000	0.224479  	110.000000	0.223961  	110.000000	0.223058  	110.000000	0.223965  	110.000000	0.224408  	110.000000	7.12629e-05	
115.000000	0.213936  	115.000000	0.217334  	115.000000	0.216855  	115.000000	0.215913  	115.000000	0.216869  	115.000000	0.217266  	115.000000	6.84218e-05	
120.000000	0.207399  	120.000000	0.210756  	120.000000	0.210317  	120.000000	0.209333  	120.000000	0.210333  	120.000000	0.21069   	120.000000	6.58069e-05	
125.000000	0.201346  	125.000000	0.204678  	125.000000	0.204281  	125.000000	0.203253  	125.000000	0.204288  	125.000000	0.204615  	125.000000	6.33919e-05	
130.000000	0.195724  	130.000000	0.199046  	130.000000	0.198668  	130.000000	0.197617  	130.000000	0.198684  	130.000000	0.198985  	130.000000	6.11545e-05	
135.000000	0.190486  	135.000000	0.193812  	135.000000	0.193468  	135.000000	0.192379  	135.000000	0.193471  	135.000000	0.193753  	135.000000	5.90755e-05	
140.000000	0.185595  	140.000000	0.188935  	140.000000	0.188615  	140.000000	0.187497  	140.000000	0.188613  	140.000000	0.188878  	140.000000	5.71386e-05	
145.000000	0.181015  	145.000000	0.184379  	145.000000	0.184068  	145.000000	0.182937  	145.000000	0.18407   	145.000000	0.184324  	145.000000	5.53293e-05	
150.000000	0.176717  	150.000000	0.180114  	150.000000	0.179813  	150.000000	0.178667  	150.000000	0.179817  	150.000000	0.180061  	150.000000	5.36354e-05	
155.000000	0.17066   	155.000000	0.176113  	155.000000	0.17582   	155.000000	0.174661  	155.000000	0.175824  	155.000000	0.176061  	155.000000	5.2046e-05	
160.000000	0.167113  	160.000000	0.172351  	160.000000	0.172065  	160.000000	0.170895  	160.000000	0.172069  	160.000000	0.1723    	160.000000	5.05516e-05	
