Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1100.000000	7.68008e-08	1100.000000	9.11362e-08	1100.000000	9.19827e-08	1100.000000	9.18106e-08	1100.000000	9.11236e-08	1100.000000	1.25125e-11	
1120.000000	7.65436e-08	1120.000000	9.08415e-08	1120.000000	9.16885e-08	1120.000000	9.15161e-08	1120.000000	9.08292e-08	1120.000000	1.2303e-11	
1140.000000	7.63007e-08	1140.000000	9.05629e-08	1140.000000	9.14093e-08	1140.000000	9.1236e-08	1140.000000	9.05508e-08	1140.000000	1.21007e-11	
1160.000000	7.60713e-08	1160.000000	9.02994e-08	1160.000000	9.11441e-08	1160.000000	9.09694e-08	1160.000000	9.02875e-08	1160.000000	1.19051e-11	
1180.000000	7.5855e-08	1180.000000	9.00504e-08	1180.000000	9.08915e-08	1180.000000	9.07157e-08	1180.000000	9.00387e-08	1180.000000	1.17159e-11	
1200.000000	7.56511e-08	1200.000000	8.9815e-08	1200.000000	9.06507e-08	1200.000000	9.04741e-08	1200.000000	8.98035e-08	1200.000000	1.15328e-11	
1220.000000	7.54589e-08	1220.000000	8.95928e-08	1220.000000	9.04207e-08	1220.000000	9.02441e-08	1220.000000	8.95814e-08	1220.000000	1.13555e-11	
1240.000000	7.52781e-08	1240.000000	8.93829e-08	1240.000000	9.02012e-08	1240.000000	9.00249e-08	1240.000000	8.93717e-08	1240.000000	1.11837e-11	
1260.000000	7.5108e-08	1260.000000	8.91849e-08	1260.000000	8.99916e-08	1260.000000	8.98162e-08	1260.000000	8.91739e-08	1260.000000	1.10172e-11	
1280.000000	7.49482e-08	1280.000000	8.89982e-08	1280.000000	8.97918e-08	1280.000000	8.96173e-08	1280.000000	8.89873e-08	1280.000000	1.08558e-11	
1300.000000	7.47982e-08	1300.000000	8.88223e-08	1300.000000	8.96013e-08	1300.000000	8.94278e-08	1300.000000	8.88116e-08	1300.000000	1.06991e-11	
1320.000000	7.46577e-08	1320.000000	8.86567e-08	1320.000000	8.94198e-08	1320.000000	8.92472e-08	1320.000000	8.86461e-08	1320.000000	1.0547e-11	
1340.000000	7.45263e-08	1340.000000	8.85009e-08	1340.000000	8.9247e-08	1340.000000	8.90751e-08	1340.000000	8.84905e-08	1340.000000	1.03994e-11	
1360.000000	7.44035e-08	1360.000000	8.83546e-08	1360.000000	8.90824e-08	1360.000000	8.8911e-08	1360.000000	8.83444e-08	1360.000000	1.02559e-11	
1380.000000	7.4289e-08	1380.000000	8.82173e-08	1380.000000	8.89255e-08	1380.000000	8.87547e-08	1380.000000	8.82072e-08	1380.000000	1.01165e-11	
1400.000000	7.41826e-08	1400.000000	8.80887e-08	1400.000000	8.8776e-08	1400.000000	8.86056e-08	1400.000000	8.80787e-08	1400.000000	9.98086e-12	
1420.000000	7.40838e-08	1420.000000	8.79683e-08	1420.000000	8.86334e-08	1420.000000	8.84636e-08	1420.000000	8.79584e-08	1420.000000	9.84896e-12	
1440.000000	7.39924e-08	1440.000000	8.78559e-08	1440.000000	8.84975e-08	1440.000000	8.83282e-08	1440.000000	8.78461e-08	1440.000000	9.7206e-12	
1460.000000	7.39082e-08	1460.000000	8.77511e-08	1460.000000	8.83678e-08	1460.000000	8.81992e-08	1460.000000	8.77415e-08	1460.000000	9.59565e-12	
1480.000000	7.38307e-08	1480.000000	8.76536e-08	1480.000000	8.82442e-08	1480.000000	8.80763e-08	1480.000000	8.76441e-08	1480.000000	9.47396e-12	
1500.000000	7.37599e-08	1500.000000	8.75631e-08	1500.000000	8.81264e-08	1500.000000	8.79593e-08	1500.000000	8.75537e-08	1500.000000	9.35541e-12	
1520.000000	7.36954e-08	1520.000000	8.74794e-08	1520.000000	8.80143e-08	1520.000000	8.78477e-08	1520.000000	8.74702e-08	1520.000000	9.23988e-12	
1540.000000	7.3637e-08	1540.000000	8.74022e-08	1540.000000	8.79075e-08	1540.000000	8.77415e-08	1540.000000	8.73931e-08	1540.000000	9.12726e-12	
1560.000000	7.35845e-08	1560.000000	8.73312e-08	1560.000000	8.78061e-08	1560.000000	8.76404e-08	1560.000000	8.73222e-08	1560.000000	9.01742e-12	
1580.000000	7.35378e-08	1580.000000	8.72663e-08	1580.000000	8.77097e-08	1580.000000	8.75442e-08	1580.000000	8.72573e-08	1580.000000	8.91028e-12	
1600.000000	7.34965e-08	1600.000000	8.72071e-08	1600.000000	8.76181e-08	1600.000000	8.74527e-08	1600.000000	8.71983e-08	1600.000000	8.80573e-12	
1620.000000	7.34605e-08	1620.000000	8.71535e-08	1620.000000	8.75313e-08	1620.000000	8.73656e-08	1620.000000	8.71448e-08	1620.000000	8.70368e-12	
1640.000000	7.34297e-08	1640.000000	8.71053e-08	1640.000000	8.74489e-08	1640.000000	8.72828e-08	1640.000000	8.70967e-08	1640.000000	8.60403e-12	
1660.000000	7.34038e-08	1660.000000	8.70623e-08	1660.000000	8.73708e-08	1660.000000	8.72042e-08	1660.000000	8.70538e-08	1660.000000	8.50671e-12	
1680.000000	7.33828e-08	1680.000000	8.70242e-08	1680.000000	8.72966e-08	1680.000000	8.71295e-08	1680.000000	8.70158e-08	1680.000000	8.41163e-12	
1700.000000	7.33664e-08	1700.000000	8.6991e-08	1700.000000	8.72263e-08	1700.000000	8.70585e-08	1700.000000	8.69827e-08	1700.000000	8.31872e-12	
1750.000000	7.33448e-08	1750.000000	8.69281e-08	1750.000000	8.70659e-08	1750.000000	8.68968e-08	1750.000000	8.692e-08 	1750.000000	8.09543e-12	
1800.000000	7.33492e-08	1800.000000	8.68919e-08	1800.000000	8.69254e-08	1800.000000	8.67557e-08	1800.000000	8.6884e-08	1800.000000	7.88415e-12	
1850.000000	7.33777e-08	1850.000000	8.68802e-08	1850.000000	8.68028e-08	1850.000000	8.66333e-08	1850.000000	8.68725e-08	1850.000000	7.68392e-12	
1900.000000	7.34286e-08	1900.000000	8.68912e-08	1900.000000	8.66967e-08	1900.000000	8.65278e-08	1900.000000	8.68837e-08	1900.000000	7.49391e-12	
1950.000000	7.35003e-08	1950.000000	8.69232e-08	1950.000000	8.66057e-08	1950.000000	8.64377e-08	1950.000000	8.69158e-08	1950.000000	7.31332e-12	
2000.000000	7.35915e-08	2000.000000	8.69744e-08	2000.000000	8.65286e-08	2000.000000	8.63616e-08	2000.000000	8.69673e-08	2000.000000	7.14149e-12	
2100.000000	7.38271e-08	2100.000000	8.71296e-08	2100.000000	8.64123e-08	2100.000000	8.62468e-08	2100.000000	8.71227e-08	2100.000000	6.82159e-12	
2200.000000	7.41267e-08	2200.000000	8.73468e-08	2200.000000	8.63393e-08	2200.000000	8.61749e-08	2200.000000	8.73403e-08	2200.000000	6.52988e-12	
2300.000000	7.44828e-08	2300.000000	8.76181e-08	2300.000000	8.63026e-08	2300.000000	8.6139e-08	2300.000000	8.76118e-08	2300.000000	6.26276e-12	
2400.000000	7.48893e-08	2400.000000	8.79366e-08	2400.000000	8.62961e-08	2400.000000	8.61335e-08	2400.000000	8.79306e-08	2400.000000	6.01721e-12	
2500.000000	7.53409e-08	2500.000000	8.82966e-08	2500.000000	8.63153e-08	2500.000000	8.61537e-08	2500.000000	8.82908e-08	2500.000000	5.79071e-12	
2600.000000	7.58332e-08	2600.000000	8.86933e-08	2600.000000	8.63563e-08	2600.000000	8.61957e-08	2600.000000	8.86878e-08	2600.000000	5.58109e-12	
2700.000000	7.63624e-08	2700.000000	8.91227e-08	2700.000000	8.64162e-08	2700.000000	8.62563e-08	2700.000000	8.91173e-08	2700.000000	5.38652e-12	
2800.000000	7.69252e-08	2800.000000	8.9581e-08	2800.000000	8.64921e-08	2800.000000	8.63327e-08	2800.000000	8.95758e-08	2800.000000	5.20543e-12	
2900.000000	7.75187e-08	2900.000000	9.00653e-08	2900.000000	8.65819e-08	2900.000000	8.64226e-08	2900.000000	9.00603e-08	2900.000000	5.03644e-12	
3000.000000	7.81405e-08	3000.000000	9.0573e-08	3000.000000	8.66835e-08	3000.000000	8.6524e-08	3000.000000	9.05681e-08	3000.000000	4.87837e-12	
3200.000000	7.94603e-08	3200.000000	9.16494e-08	3200.000000	8.69153e-08	3200.000000	8.6755e-08	3200.000000	9.16448e-08	3200.000000	4.59099e-12	
3400.000000	8.08702e-08	3400.000000	9.27949e-08	3400.000000	8.7176e-08	3400.000000	8.70149e-08	3400.000000	9.27905e-08	3400.000000	4.33642e-12	
3600.000000	8.23588e-08	3600.000000	9.39975e-08	3600.000000	8.74574e-08	3600.000000	8.72957e-08	3600.000000	9.39934e-08	3600.000000	4.10929e-12	
3800.000000	8.3917e-08	3800.000000	9.52479e-08	3800.000000	8.77532e-08	3800.000000	8.75914e-08	3800.000000	9.5244e-08	3800.000000	3.90537e-12	
4000.000000	8.55375e-08	4000.000000	9.65386e-08	4000.000000	8.80591e-08	4000.000000	8.78975e-08	4000.000000	9.65349e-08	4000.000000	3.72124e-12	
4200.000000	8.72143e-08	4200.000000	9.78635e-08	4200.000000	8.83717e-08	4200.000000	8.82105e-08	4200.000000	9.786e-08 	4200.000000	3.55413e-12	
4400.000000	8.89426e-08	4400.000000	9.92176e-08	4400.000000	8.86885e-08	4400.000000	8.85278e-08	4400.000000	9.92142e-08	4400.000000	3.40176e-12	
4600.000000	9.07182e-08	4600.000000	1.00597e-07	4600.000000	8.90075e-08	4600.000000	8.88472e-08	4600.000000	1.00594e-07	4600.000000	3.26225e-12	
4800.000000	9.25378e-08	4800.000000	1.01998e-07	4800.000000	8.93271e-08	4800.000000	8.91673e-08	4800.000000	1.01994e-07	4800.000000	3.13402e-12	
5000.000000	9.43984e-08	5000.000000	1.03417e-07	5000.000000	8.96462e-08	5000.000000	8.94867e-08	5000.000000	1.03414e-07	5000.000000	3.01575e-12	
5250.000000	9.67781e-08	5250.000000	1.05215e-07	5250.000000	9.00428e-08	5250.000000	8.98837e-08	5250.000000	1.05212e-07	5250.000000	2.88022e-12	
5500.000000	9.9214e-08	5500.000000	1.07034e-07	5500.000000	9.04357e-08	5500.000000	9.02769e-08	5500.000000	1.07031e-07	5500.000000	2.75664e-12	
6000.000000	1.04242e-07	6000.000000	1.10725e-07	6000.000000	9.12064e-08	6000.000000	9.10482e-08	6000.000000	1.10723e-07	6000.000000	2.53952e-12	
6500.000000	1.0946e-07	6500.000000	1.14471e-07	6500.000000	9.19534e-08	6500.000000	9.17956e-08	6500.000000	1.14469e-07	6500.000000	2.35487e-12	
7000.000000	1.14855e-07	7000.000000	1.18258e-07	7000.000000	9.26745e-08	7000.000000	9.2517e-08	7000.000000	1.18255e-07	7000.000000	2.19586e-12	
7500.000000	1.20414e-07	7500.000000	1.22075e-07	7500.000000	9.33691e-08	7500.000000	9.32118e-08	7500.000000	1.22073e-07	7500.000000	2.05745e-12	
8000.000000	1.26129e-07	8000.000000	1.25915e-07	8000.000000	9.40382e-08	8000.000000	9.38805e-08	8000.000000	1.25913e-07	8000.000000	1.93587e-12	
8500.000000	1.31994e-07	8500.000000	1.29772e-07	8500.000000	9.46803e-08	8500.000000	9.45238e-08	8500.000000	1.2977e-07	8500.000000	1.82819e-12	
9000.000000	1.38004e-07	9000.000000	1.33642e-07	9000.000000	9.52963e-08	9000.000000	9.51428e-08	9000.000000	1.3364e-07	9000.000000	1.73214e-12	
9500.000000	1.44154e-07	9500.000000	1.37522e-07	9500.000000	9.58898e-08	9500.000000	9.57387e-08	9500.000000	1.3752e-07	9500.000000	1.64592e-12	
10000.000000	1.50442e-07	10000.000000	1.41409e-07	10000.000000	9.64631e-08	10000.000000	9.63127e-08	10000.000000	1.41408e-07	10000.000000	1.56808e-12	
11000.000000	1.6342e-07	11000.000000	1.49197e-07	11000.000000	9.75508e-08	11000.000000	9.74001e-08	11000.000000	1.49196e-07	11000.000000	1.43305e-12	
12000.000000	1.76923e-07	12000.000000	1.56993e-07	12000.000000	9.85651e-08	12000.000000	9.8414e-08	12000.000000	1.56992e-07	12000.000000	1.31993e-12	
13000.000000	1.90941e-07	13000.000000	1.64791e-07	13000.000000	9.95132e-08	13000.000000	9.93627e-08	13000.000000	1.6479e-07	13000.000000	1.22374e-12	
14000.000000	2.05468e-07	14000.000000	1.72585e-07	14000.000000	1.00402e-07	14000.000000	1.00253e-07	14000.000000	1.72584e-07	14000.000000	1.14093e-12	
15000.000000	2.20498e-07	15000.000000	1.80372e-07	15000.000000	1.01239e-07	15000.000000	1.01092e-07	15000.000000	1.80371e-07	15000.000000	1.06886e-12	
16000.000000	2.36028e-07	16000.000000	1.88149e-07	16000.000000	1.02029e-07	16000.000000	1.01885e-07	16000.000000	1.88148e-07	16000.000000	1.00556e-12	
17000.000000	2.52058e-07	17000.000000	1.95915e-07	17000.000000	1.02779e-07	17000.000000	1.02636e-07	17000.000000	1.95914e-07	17000.000000	9.49506e-13	
18000.000000	2.68586e-07	18000.000000	2.03669e-07	18000.000000	1.0349e-07	18000.000000	1.03348e-07	18000.000000	2.03668e-07	18000.000000	8.99514e-13	
19000.000000	2.85612e-07	19000.000000	2.11411e-07	19000.000000	1.04168e-07	19000.000000	1.04027e-07	19000.000000	2.1141e-07	19000.000000	8.54642e-13	
20000.000000	3.03136e-07	20000.000000	2.1914e-07	20000.000000	1.04815e-07	20000.000000	1.04674e-07	20000.000000	2.19139e-07	20000.000000	8.14138e-13	
21000.000000	3.21158e-07	21000.000000	2.26856e-07	21000.000000	1.05434e-07	21000.000000	1.05293e-07	21000.000000	2.26856e-07	21000.000000	7.77387e-13	
22000.000000	3.39681e-07	22000.000000	2.3456e-07	22000.000000	1.06026e-07	22000.000000	1.05885e-07	22000.000000	2.34559e-07	22000.000000	7.43888e-13	
23000.000000	3.58706e-07	23000.000000	2.4225e-07	23000.000000	1.0659e-07	23000.000000	1.06454e-07	23000.000000	2.42249e-07	23000.000000	7.13223e-13	
24000.000000	3.78233e-07	24000.000000	2.49927e-07	24000.000000	1.07132e-07	24000.000000	1.07e-07  	24000.000000	2.49927e-07	24000.000000	6.85046e-13	
25000.000000	3.98264e-07	25000.000000	2.57592e-07	25000.000000	1.07658e-07	25000.000000	1.07525e-07	25000.000000	2.57591e-07	25000.000000	6.59062e-13	
26000.000000	4.18802e-07	26000.000000	2.65244e-07	26000.000000	1.08164e-07	26000.000000	1.08031e-07	26000.000000	2.65244e-07	26000.000000	6.35024e-13	
27000.000000	4.39848e-07	27000.000000	2.72885e-07	27000.000000	1.08649e-07	27000.000000	1.0852e-07	27000.000000	2.72884e-07	27000.000000	6.12718e-13	
28000.000000	4.61405e-07	28000.000000	2.80513e-07	28000.000000	1.09117e-07	28000.000000	1.08992e-07	28000.000000	2.80512e-07	28000.000000	5.91963e-13	
29000.000000	4.83474e-07	29000.000000	2.88129e-07	29000.000000	1.09571e-07	29000.000000	1.09448e-07	29000.000000	2.88129e-07	29000.000000	5.72602e-13	
30000.000000	5.06059e-07	30000.000000	2.95734e-07	30000.000000	1.1001e-07	30000.000000	1.09889e-07	30000.000000	2.95734e-07	30000.000000	5.54497e-13	
32000.000000	5.52781e-07	32000.000000	3.10911e-07	32000.000000	1.10848e-07	32000.000000	1.10732e-07	32000.000000	3.10911e-07	32000.000000	5.21592e-13	
34000.000000	6.01593e-07	34000.000000	3.26045e-07	34000.000000	1.11636e-07	34000.000000	1.11526e-07	34000.000000	3.26045e-07	34000.000000	4.92459e-13	
36000.000000	6.52513e-07	36000.000000	3.41138e-07	36000.000000	1.12381e-07	36000.000000	1.12277e-07	36000.000000	3.41138e-07	36000.000000	4.66479e-13	
38000.000000	7.05563e-07	38000.000000	3.56192e-07	38000.000000	1.13088e-07	38000.000000	1.12989e-07	38000.000000	3.56192e-07	38000.000000	4.43163e-13	
40000.000000	7.60766e-07	40000.000000	3.71209e-07	40000.000000	1.1376e-07	40000.000000	1.13666e-07	40000.000000	3.71208e-07	40000.000000	4.22119e-13	
42000.000000	8.18142e-07	42000.000000	3.86189e-07	42000.000000	1.14399e-07	42000.000000	1.14312e-07	42000.000000	3.86189e-07	42000.000000	4.03027e-13	
44000.000000	8.77715e-07	44000.000000	4.01136e-07	44000.000000	1.1501e-07	44000.000000	1.14928e-07	44000.000000	4.01135e-07	44000.000000	3.85626e-13	
46000.000000	9.39507e-07	46000.000000	4.16049e-07	46000.000000	1.15593e-07	46000.000000	1.15517e-07	46000.000000	4.16049e-07	46000.000000	3.69698e-13	
48000.000000	1.00354e-06	48000.000000	4.30932e-07	48000.000000	1.16151e-07	48000.000000	1.16083e-07	48000.000000	4.30931e-07	48000.000000	3.55064e-13	
50000.000000	1.06984e-06	50000.000000	4.45783e-07	50000.000000	1.16686e-07	50000.000000	1.16626e-07	50000.000000	4.45783e-07	50000.000000	3.41571e-13	
