*Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
37640.449685	1.91886e+07	2.69971e+07	4.74264e+07	4.75879e+07	56399.2   	267566    	26032.4   	27150.5   	40516.7   
37734.082642	1.92021e+07	2.70325e+07	4.75364e+07	4.76982e+07	56463.8   	268439    	26074.2   	27192.3   	40581     
37827.715599	1.92156e+07	2.7068e+07	4.76465e+07	4.78085e+07	56528.4   	269312    	26116     	27234     	40645.3   
37921.348556	1.92291e+07	2.71034e+07	4.77565e+07	4.79188e+07	56593     	270186    	26157.9   	27275.8   	40709.6   
38014.981513	1.92424e+07	2.71386e+07	4.78664e+07	4.8029e+07	56657.3   	271062    	26199.6   	27317.4   	40773.7   
38108.614470	1.92549e+07	2.71726e+07	4.79759e+07	4.81387e+07	56720     	271951    	26240.8   	27358.6   	40837.1   
38202.247427	1.92674e+07	2.72066e+07	4.80855e+07	4.82485e+07	56782.7   	272840    	26282     	27399.7   	40900.5   
38295.880384	1.92798e+07	2.72406e+07	4.8195e+07	4.83583e+07	56845.3   	273729    	26323.2   	27440.8   	40963.9   
38389.513341	1.92923e+07	2.72746e+07	4.83046e+07	4.84681e+07	56908     	274618    	26364.4   	27481.9   	41027.2   
38483.146298	1.93048e+07	2.73086e+07	4.84141e+07	4.85779e+07	56970.7   	275508    	26405.6   	27523.1   	41090.6   
38576.779255	1.93172e+07	2.73426e+07	4.85237e+07	4.86877e+07	57033.4   	276397    	26446.8   	27564.2   	41154     
38670.412212	1.93297e+07	2.73766e+07	4.86332e+07	4.87975e+07	57096.1   	277286    	26488     	27605.3   	41217.4   
38764.045169	1.93421e+07	2.74106e+07	4.87427e+07	4.89073e+07	57158.7   	278175    	26529.2   	27646.4   	41280.8   
38857.678125	1.93546e+07	2.74446e+07	4.88523e+07	4.9017e+07	57221.4   	279065    	26570.4   	27687.5   	41344.2   
38951.311082	1.93671e+07	2.74786e+07	4.89618e+07	4.91268e+07	57284.1   	279954    	26611.6   	27728.7   	41407.5   
39044.944039	1.93795e+07	2.75126e+07	4.90714e+07	4.92366e+07	57346.8   	280843    	26652.8   	27769.8   	41470.9   
39138.576996	1.9392e+07	2.75466e+07	4.91809e+07	4.93464e+07	57409.4   	281732    	26694     	27810.9   	41534.3   
39232.209953	1.94045e+07	2.75806e+07	4.92904e+07	4.94562e+07	57472.1   	282622    	26735.2   	27852     	41597.7   
39325.842910	1.94169e+07	2.76146e+07	4.94e+07  	4.9566e+07	57534.8   	283511    	26776.5   	27893.2   	41661.1   
39419.475867	1.94294e+07	2.76486e+07	4.95095e+07	4.96758e+07	57597.5   	284400    	26817.7   	27934.3   	41724.4   
39513.108824	1.94419e+07	2.76826e+07	4.96191e+07	4.97856e+07	57660.2   	285289    	26858.9   	27975.4   	41787.8   
39606.741781	1.94543e+07	2.77166e+07	4.97286e+07	4.98953e+07	57722.8   	286179    	26900.1   	28016.5   	41851.2   
39700.374738	1.94668e+07	2.77506e+07	4.98382e+07	5.00051e+07	57785.5   	287068    	26941.3   	28057.6   	41914.6   
39794.007695	1.94792e+07	2.77846e+07	4.99477e+07	5.01149e+07	57848.2   	287957    	26982.5   	28098.8   	41978     
39887.640652	1.94917e+07	2.78186e+07	5.00572e+07	5.02247e+07	57910.9   	288846    	27023.7   	28139.9   	42041.4   
39981.273609	1.95042e+07	2.78526e+07	5.01668e+07	5.03345e+07	57973.6   	289736    	27064.9   	28181     	42104.7   
40074.906566	1.95159e+07	2.78856e+07	5.0276e+07	5.04439e+07	58034.8   	290637    	27105.6   	28221.7   	42167.4   
40168.539522	1.95274e+07	2.79182e+07	5.03851e+07	5.05533e+07	58095.7   	291542    	27146.2   	28262.2   	42230     
40262.172479	1.9539e+07	2.79509e+07	5.04942e+07	5.06626e+07	58156.7   	292447    	27186.8   	28302.7   	42292.5   
40355.805436	1.95505e+07	2.79836e+07	5.06033e+07	5.07719e+07	58217.6   	293351    	27227.4   	28343.2   	42355     
40449.438393	1.95621e+07	2.80163e+07	5.07124e+07	5.08812e+07	58278.5   	294256    	27268     	28383.7   	42417.6   
40543.071350	1.95736e+07	2.8049e+07	5.08215e+07	5.09906e+07	58339.4   	295161    	27308.6   	28424.3   	42480.1   
40636.704307	1.95851e+07	2.80816e+07	5.09306e+07	5.10999e+07	58400.3   	296065    	27349.2   	28464.8   	42542.6   
40730.337264	1.95967e+07	2.81143e+07	5.10397e+07	5.12092e+07	58461.3   	296970    	27389.8   	28505.3   	42605.2   
40823.970221	1.96082e+07	2.8147e+07	5.11488e+07	5.13186e+07	58522.2   	297875    	27430.4   	28545.8   	42667.7   
40917.603178	1.96198e+07	2.81797e+07	5.12579e+07	5.14279e+07	58583.1   	298780    	27471     	28586.4   	42730.2   
41011.236135	1.96313e+07	2.82124e+07	5.1367e+07	5.15372e+07	58644     	299684    	27511.6   	28626.9   	42792.8   
41104.869092	1.96429e+07	2.8245e+07	5.14761e+07	5.16466e+07	58704.9   	300589    	27552.2   	28667.4   	42855.3   
41198.502049	1.96544e+07	2.82777e+07	5.15852e+07	5.17559e+07	58765.8   	301494    	27592.8   	28707.9   	42917.8   
41292.135006	1.96659e+07	2.83104e+07	5.16943e+07	5.18652e+07	58826.8   	302398    	27633.4   	28748.4   	42980.4   
41385.767963	1.96775e+07	2.83431e+07	5.18034e+07	5.19746e+07	58887.7   	303303    	27674     	28789     	43042.9   
41479.400919	1.9689e+07	2.83758e+07	5.19125e+07	5.20839e+07	58948.6   	304208    	27714.6   	28829.5   	43105.4   
41573.033876	1.97006e+07	2.84085e+07	5.20216e+07	5.21932e+07	59009.5   	305112    	27755.2   	28870     	43168     
41666.666833	1.97121e+07	2.84411e+07	5.21307e+07	5.23026e+07	59070.4   	306017    	27795.9   	28910.5   	43230.5   
41760.299790	1.97237e+07	2.84738e+07	5.22398e+07	5.24119e+07	59131.3   	306922    	27836.5   	28951     	43293     
41853.932747	1.97352e+07	2.85065e+07	5.23489e+07	5.25212e+07	59192.3   	307827    	27877.1   	28991.6   	43355.5   
41947.565704	1.97467e+07	2.85392e+07	5.2458e+07	5.26306e+07	59253.2   	308731    	27917.7   	29032.1   	43418.1   
42041.198661	1.97579e+07	2.85713e+07	5.25669e+07	5.27397e+07	59313.4   	309643    	27958     	29072.4   	43480.3   
42134.831618	1.97686e+07	2.86028e+07	5.26756e+07	5.28486e+07	59372.7   	310562    	27998     	29112.3   	43542     
42228.464575	1.97794e+07	2.86343e+07	5.27843e+07	5.29575e+07	59432     	311482    	28038     	29152.3   	43603.7   
42322.097532	1.97901e+07	2.86657e+07	5.2893e+07	5.30664e+07	59491.3   	312402    	28078.1   	29192.2   	43665.4   
42415.730489	1.98008e+07	2.86972e+07	5.30016e+07	5.31753e+07	59550.5   	313321    	28118.1   	29232.2   	43727.2   
42509.363446	1.98115e+07	2.87287e+07	5.31103e+07	5.32842e+07	59609.8   	314241    	28158.1   	29272.1   	43788.9   
42602.996403	1.98222e+07	2.87601e+07	5.3219e+07	5.33931e+07	59669.1   	315161    	28198.1   	29312.1   	43850.6   
42696.629360	1.98329e+07	2.87916e+07	5.33277e+07	5.3502e+07	59728.4   	316081    	28238.1   	29352     	43912.3   
42790.262316	1.98437e+07	2.8823e+07	5.34364e+07	5.36109e+07	59787.7   	317000    	28278.1   	29392     	43974.1   
42883.895273	1.98544e+07	2.88545e+07	5.35451e+07	5.37198e+07	59847     	317920    	28318.2   	29431.9   	44035.8   
42977.528230	1.98651e+07	2.8886e+07	5.36538e+07	5.38287e+07	59906.3   	318840    	28358.2   	29471.9   	44097.5   
43071.161187	1.98758e+07	2.89174e+07	5.37624e+07	5.39376e+07	59965.6   	319759    	28398.2   	29511.8   	44159.2   
43164.794144	1.98865e+07	2.89489e+07	5.38711e+07	5.40465e+07	60024.9   	320679    	28438.2   	29551.8   	44221     
43258.427101	1.98973e+07	2.89804e+07	5.39798e+07	5.41554e+07	60084.2   	321599    	28478.2   	29591.7   	44282.7   
43352.060058	1.9908e+07	2.90118e+07	5.40885e+07	5.42643e+07	60143.4   	322518    	28518.2   	29631.7   	44344.4   
43445.693015	1.99187e+07	2.90433e+07	5.41972e+07	5.43732e+07	60202.7   	323438    	28558.3   	29671.6   	44406.1   
43539.325972	1.99294e+07	2.90748e+07	5.43059e+07	5.44821e+07	60262     	324358    	28598.3   	29711.6   	44467.9   
43632.958929	1.99401e+07	2.91062e+07	5.44146e+07	5.4591e+07	60321.3   	325278    	28638.3   	29751.5   	44529.6   
43726.591886	1.99508e+07	2.91377e+07	5.45233e+07	5.46999e+07	60380.6   	326197    	28678.3   	29791.5   	44591.3   
43820.224843	1.99616e+07	2.91692e+07	5.46319e+07	5.48088e+07	60439.9   	327117    	28718.3   	29831.4   	44653     
43913.857800	1.99723e+07	2.92006e+07	5.47406e+07	5.49177e+07	60499.2   	328037    	28758.3   	29871.4   	44714.8   
44007.490757	1.99829e+07	2.9232e+07	5.48493e+07	5.50266e+07	60558.4   	328957    	28798.3   	29911.3   	44776.4   
44101.123713	1.99929e+07	2.92623e+07	5.49576e+07	5.51351e+07	60616.1   	329892    	28837.8   	29950.7   	44837.4   
44194.756670	2.00029e+07	2.92927e+07	5.50659e+07	5.52436e+07	60673.9   	330826    	28877.2   	29990.1   	44898.3   
44288.389627	2.00129e+07	2.9323e+07	5.51742e+07	5.53521e+07	60731.7   	331760    	28916.6   	30029.5   	44959.3   
44382.022584	2.00228e+07	2.93534e+07	5.52825e+07	5.54606e+07	60789.5   	332695    	28956.1   	30068.9   	45020.2   
44475.655541	2.00328e+07	2.93837e+07	5.53907e+07	5.55691e+07	60847.3   	333629    	28995.5   	30108.3   	45081.2   
44569.288498	2.00428e+07	2.9414e+07	5.5499e+07	5.56776e+07	60905.1   	334563    	29035     	30147.7   	45142.2   
44662.921455	2.00528e+07	2.94444e+07	5.56073e+07	5.57861e+07	60962.8   	335497    	29074.4   	30187.1   	45203.1   
44756.554412	2.00627e+07	2.94747e+07	5.57156e+07	5.58946e+07	61020.6   	336432    	29113.9   	30226.5   	45264.1   
44850.187369	2.00727e+07	2.9505e+07	5.58239e+07	5.60031e+07	61078.4   	337366    	29153.3   	30265.9   	45325     
44943.820326	2.00827e+07	2.95354e+07	5.59322e+07	5.61116e+07	61136.2   	338300    	29192.8   	30305.3   	45386     
45037.453283	2.00927e+07	2.95657e+07	5.60405e+07	5.62201e+07	61194     	339235    	29232.2   	30344.7   	45446.9   
45131.086240	2.01027e+07	2.95961e+07	5.61488e+07	5.63286e+07	61251.8   	340169    	29271.7   	30384.1   	45507.9   
45224.719197	2.01126e+07	2.96264e+07	5.62571e+07	5.64371e+07	61309.5   	341103    	29311.1   	30423.5   	45568.8   
45318.352154	2.01226e+07	2.96567e+07	5.63654e+07	5.65456e+07	61367.3   	342038    	29350.5   	30462.9   	45629.8   
45411.985110	2.01326e+07	2.96871e+07	5.64737e+07	5.6654e+07	61425.1   	342972    	29390     	30502.3   	45690.8   
45505.618067	2.01426e+07	2.97174e+07	5.6582e+07	5.67625e+07	61482.9   	343906    	29429.4   	30541.7   	45751.7   
45599.251024	2.01525e+07	2.97477e+07	5.66903e+07	5.6871e+07	61540.7   	344840    	29468.9   	30581.1   	45812.7   
45692.883981	2.01625e+07	2.97781e+07	5.67986e+07	5.69795e+07	61598.4   	345775    	29508.3   	30620.5   	45873.6   
45786.516938	2.01725e+07	2.98084e+07	5.69069e+07	5.7088e+07	61656.2   	346709    	29547.8   	30659.9   	45934.6   
45880.149895	2.01825e+07	2.98388e+07	5.70151e+07	5.71965e+07	61714     	347643    	29587.2   	30699.3   	45995.5   
45973.782852	2.01924e+07	2.98691e+07	5.71234e+07	5.7305e+07	61771.8   	348578    	29626.7   	30738.7   	46056.5   
46067.415809	2.02019e+07	2.98987e+07	5.72315e+07	5.74132e+07	61828.6   	349522    	29665.7   	30777.8   	46116.9   
46161.048766	2.02112e+07	2.9928e+07	5.73394e+07	5.75214e+07	61884.9   	350471    	29704.6   	30816.6   	46177.1   
46254.681723	2.02205e+07	2.99573e+07	5.74473e+07	5.76295e+07	61941.3   	351419    	29743.5   	30855.5   	46237.4   
46348.314680	2.02298e+07	2.99866e+07	5.75552e+07	5.77376e+07	61997.7   	352368    	29782.4   	30894.4   	46297.6   
46441.947637	2.02392e+07	3.00158e+07	5.76631e+07	5.78457e+07	62054.1   	353316    	29821.3   	30933.3   	46357.8   
46535.580594	2.02485e+07	3.00451e+07	5.77711e+07	5.79538e+07	62110.5   	354264    	29860.2   	30972.2   	46418     
46629.213551	2.02578e+07	3.00744e+07	5.7879e+07	5.80619e+07	62166.8   	355213    	29899     	31011.1   	46478.2   
46722.846507	2.02671e+07	3.01037e+07	5.79869e+07	5.817e+07 	62223.2   	356161    	29937.9   	31049.9   	46538.5   
46816.479464	2.02764e+07	3.0133e+07	5.80948e+07	5.82781e+07	62279.6   	357110    	29976.8   	31088.8   	46598.7   
46910.112421	2.02857e+07	3.01623e+07	5.82028e+07	5.83863e+07	62336     	358058    	30015.7   	31127.7   	46658.9   
47003.745378	2.0295e+07	3.01916e+07	5.83107e+07	5.84944e+07	62392.4   	359007    	30054.6   	31166.6   	46719.1   
47097.378335	2.03043e+07	3.02209e+07	5.84186e+07	5.86025e+07	62448.7   	359955    	30093.5   	31205.5   	46779.3   
47191.011292	2.03136e+07	3.02502e+07	5.85265e+07	5.87106e+07	62505.1   	360904    	30132.4   	31244.3   	46839.5   
47284.644249	2.03229e+07	3.02795e+07	5.86344e+07	5.88187e+07	62561.5   	361852    	30171.3   	31283.2   	46899.8   
47378.277206	2.03322e+07	3.03088e+07	5.87424e+07	5.89268e+07	62617.9   	362801    	30210.2   	31322.1   	46960     
47471.910163	2.03415e+07	3.0338e+07	5.88503e+07	5.90349e+07	62674.2   	363749    	30249.1   	31361     	47020.2   
47565.543120	2.03508e+07	3.03673e+07	5.89582e+07	5.9143e+07	62730.6   	364698    	30287.9   	31399.9   	47080.4   
47659.176077	2.03601e+07	3.03966e+07	5.90661e+07	5.92512e+07	62787     	365646    	30326.8   	31438.7   	47140.6   
47752.809034	2.03694e+07	3.04259e+07	5.9174e+07	5.93593e+07	62843.4   	366595    	30365.7   	31477.6   	47200.9   
47846.441991	2.03788e+07	3.04552e+07	5.9282e+07	5.94674e+07	62899.8   	367543    	30404.6   	31516.5   	47261.1   
47940.074948	2.03881e+07	3.04845e+07	5.93899e+07	5.95755e+07	62956.1   	368492    	30443.5   	31555.4   	47321.3   
48033.707904	2.03971e+07	3.05134e+07	5.94977e+07	5.96835e+07	63012     	369445    	30482.2   	31594.1   	47381.3   
48127.340861	2.04058e+07	3.05418e+07	5.96053e+07	5.97912e+07	63067.1   	370408    	30520.5   	31632.4   	47440.8   
48220.973818	2.04145e+07	3.05701e+07	5.97128e+07	5.9899e+07	63122.2   	371370    	30558.9   	31670.8   	47500.3   
48314.606775	2.04232e+07	3.05984e+07	5.98204e+07	6.00067e+07	63177.3   	372332    	30597.2   	31709.2   	47559.8   
48408.239732	2.04319e+07	3.06267e+07	5.9928e+07	6.01145e+07	63232.3   	373294    	30635.6   	31747.6   	47619.3   
48501.872689	2.04406e+07	3.0655e+07	6.00355e+07	6.02222e+07	63287.4   	374257    	30673.9   	31785.9   	47678.8   
48595.505646	2.04493e+07	3.06833e+07	6.01431e+07	6.033e+07 	63342.5   	375219    	30712.3   	31824.3   	47738.3   
48689.138603	2.0458e+07	3.07117e+07	6.02507e+07	6.04377e+07	63397.5   	376181    	30750.6   	31862.7   	47797.8   
48782.771560	2.04667e+07	3.074e+07 	6.03582e+07	6.05455e+07	63452.6   	377143    	30789     	31901.1   	47857.3   
48876.404517	2.04754e+07	3.07683e+07	6.04658e+07	6.06532e+07	63507.7   	378106    	30827.3   	31939.4   	47916.9   
48970.037474	2.04841e+07	3.07966e+07	6.05734e+07	6.0761e+07	63562.7   	379068    	30865.6   	31977.8   	47976.4   
49063.670431	2.04928e+07	3.08249e+07	6.06809e+07	6.08687e+07	63617.8   	380030    	30904     	32016.2   	48035.9   
49157.303388	2.05015e+07	3.08532e+07	6.07885e+07	6.09765e+07	63672.9   	380992    	30942.3   	32054.6   	48095.4   
49250.936345	2.05102e+07	3.08815e+07	6.08961e+07	6.10842e+07	63728     	381955    	30980.7   	32092.9   	48154.9   
49344.569301	2.05189e+07	3.09099e+07	6.10036e+07	6.1192e+07	63783     	382917    	31019     	32131.3   	48214.4   
49438.202258	2.05276e+07	3.09382e+07	6.11112e+07	6.12997e+07	63838.1   	383879    	31057.4   	32169.7   	48273.9   
49531.835215	2.05363e+07	3.09665e+07	6.12188e+07	6.14074e+07	63893.2   	384841    	31095.7   	32208.1   	48333.4   
49625.468172	2.0545e+07	3.09948e+07	6.13264e+07	6.15152e+07	63948.2   	385804    	31134.1   	32246.4   	48392.9   
49719.101129	2.05537e+07	3.10231e+07	6.14339e+07	6.16229e+07	64003.3   	386766    	31172.4   	32284.8   	48452.4   
49812.734086	2.05624e+07	3.10514e+07	6.15415e+07	6.17307e+07	64058.4   	387728    	31210.8   	32323.2   	48511.9   
49906.367043	2.05711e+07	3.10798e+07	6.16491e+07	6.18384e+07	64113.5   	388691    	31249.1   	32361.6   	48571.5   
50000.000000	2.05798e+07	3.11081e+07	6.17566e+07	6.19462e+07	64168.5   	389653    	31287.4   	32399.9   	48631     
